region,type,asin,title,author,narrator,genre,categories,tags,length_hours,rating,rating_count,price,regular_price,cover_url,audible_url
us,monthly,B0868ZFF7X,Breaking the Habit of Being Yourself,Joe Dispenza,Adam Boyce,"Relationships, Parenting & Personal Development","Relationships, Parenting & Personal Development; Personal Development; Personal Success; Religion & Spirituality; Spirituality; New Thought",,10.8,4.7,5874,5.99,20.37,https://m.media-amazon.com/images/I/51RRcIBg93L._SL500_.jpg,https://www.audible.com/pd/B0868ZFF7X
us,monthly,B0773W3MZW,The Woman in the Window,A. J. Finn,Ann Marie Lee,"Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Thriller & Suspense; Crime Thrillers; Psychological; Suspense",,13.7,4.1,31719,7.99,29.69,https://m.media-amazon.com/images/I/5177BkBe6IL._SL500_.jpg,https://www.audible.com/pd/B0773W3MZW
us,monthly,B0DNNM3KN4,We Are All Guilty Here,Karin Slaughter,Kathleen Early,"Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Crime Fiction; Mystery; Police Procedurals; Women Sleuths; Thriller & Suspense; Psychological; Suspense",,16.6,4.7,11951,6.99,35.99,https://m.media-amazon.com/images/I/41RgahYXvXL._SL500_.jpg,https://www.audible.com/pd/B0DNNM3KN4
us,monthly,B07BGGTGBQ,Calypso,David Sedaris,David Sedaris,Biographies & Memoirs,"Biographies & Memoirs; Entertainment & Celebrities; Relationships, Parenting & Personal Development; Parenting & Families; Siblings; Comedy & Humor; Literature & Fiction",storytelling,6.7,4.6,22403,6.99,22.49,https://m.media-amazon.com/images/I/41icntFtrZL._SL500_.jpg,https://www.audible.com/pd/B07BGGTGBQ
us,monthly,B00JFF4WMS,The Girl with All the Gifts,M. R. Carey,Finty Williams,Literature & Fiction,"Literature & Fiction; Action & Adventure; Mystery, Thriller & Suspense; Thriller & Suspense; Supernatural; Science Fiction & Fantasy; Science Fiction; Adventure; Dystopian; Post-Apocalyptic",,13.1,4.4,39775,7.99,28.79,https://m.media-amazon.com/images/I/41zRrzqD1fL._SL500_.jpg,https://www.audible.com/pd/B00JFF4WMS
us,monthly,B0C6FPMDGV,Starter Villain,John Scalzi,Wil Wheaton,Science Fiction & Fantasy,Science Fiction & Fantasy; Fantasy; Superhero; Science Fiction; Adventure,Literature & Fiction,8.1,4.6,14563,5.99,18.8,https://m.media-amazon.com/images/I/513hdsLOrbL._SL500_.jpg,https://www.audible.com/pd/B0C6FPMDGV
us,monthly,B002V1O3MM,The Art of Racing in the Rain,Garth Stein,Christopher Evan Welch,Literature & Fiction,Literature & Fiction; Genre Fiction; Animals; Contemporary Fiction; Family Life; Literary Fiction,contemporary,6.9,4.6,22771,5.99,21.59,https://m.media-amazon.com/images/I/51M3qWsy1uL._SL500_.jpg,https://www.audible.com/pd/B002V1O3MM
us,monthly,B00FJJFO1C,The Everything Store,Brad Stone,Pete Larkin,Biographies & Memoirs,Biographies & Memoirs; Professionals & Academics; Business; Business & Careers; Business Development & Entrepreneurship; Entrepreneurship; Money & Finance; E-Commerce,,13.0,4.5,15880,7.99,28.79,https://m.media-amazon.com/images/I/51ULBoVSTcL._SL500_.jpg,https://www.audible.com/pd/B00FJJFO1C
us,monthly,B0067QRF8Q,The Ramona Quimby Audio Collection,Beverly Cleary,Stockard Channing,Children's Audiobooks,Children's Audiobooks; Growing Up & Facts of Life; Literature & Fiction; Chapter Books & Readers; Chapter Books; Fiction; Family Life; Humorous Fiction,,18.9,4.7,4860,6.99,35.99,https://m.media-amazon.com/images/I/51IOi3hkQsL._SL500_.jpg,https://www.audible.com/pd/B0067QRF8Q
us,monthly,B014JWSCWW,See Me,Nicholas Sparks,Christopher Ryan Grant,Literature & Fiction,"Literature & Fiction; Genre Fiction; Family Life; Women's Fiction; Mystery, Thriller & Suspense; Thriller & Suspense; Suspense; Romance; Contemporary; Romantic Suspense",,14.4,4.6,15896,7.99,28.79,https://m.media-amazon.com/images/I/51vtol1JbiL._SL500_.jpg,https://www.audible.com/pd/B014JWSCWW
us,monthly,B01I28NTJU,Hidden Figures,Margot Lee Shetterly,Robin Miles,Biographies & Memoirs,Biographies & Memoirs; Cultural & Regional; History; Americas; United States; Black & African American; Politics & Social Sciences; Social Sciences; Specific Demographics; African American Studies; Science & Engineering; Science,,10.8,4.3,9671,7.99,31.49,https://m.media-amazon.com/images/I/61sO7vg5olL._SL500_.jpg,https://www.audible.com/pd/B01I28NTJU
us,monthly,B079G683TB,"Own the Day, Own Your Life",Aubrey Marcus,Aubrey Marcus,Health & Wellness,"Health & Wellness; Fitness, Diet & Nutrition; Exercise & Fitness; Hygiene & Healthy Living; Relationships, Parenting & Personal Development; Personal Development; Personal Success; Religion & Spirituality",,11.1,4.7,10532,7.99,26.09,https://m.media-amazon.com/images/I/51fNCDGIgyL._SL500_.jpg,https://www.audible.com/pd/B079G683TB
us,monthly,B08N2PLRFH,Heart Bones,Colleen Hoover,Angela Goethals,Romance,Romance; Contemporary,Literature & Fiction,8.2,4.6,10306,5.99,18.83,https://m.media-amazon.com/images/I/510cKPa21UL._SL500_.jpg,https://www.audible.com/pd/B08N2PLRFH
us,monthly,148820697X,The Wives,Tarryn Fisher,Lauren Fortgang,"Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Thriller & Suspense; Domestic Thrillers; Psychological; Suspense",,9.0,4.1,15722,6.99,24.29,https://m.media-amazon.com/images/I/41F3n0urhRL._SL500_.jpg,https://www.audible.com/pd/148820697X
us,monthly,B003TTX94I,Medium Raw,Anthony Bourdain,Anthony Bourdain,Biographies & Memoirs,Biographies & Memoirs; Historical; Professionals & Academics; Culinary; History; Home & Garden; Food & Wine; Gastronomy,,9.0,4.6,11622,7.99,26.09,https://m.media-amazon.com/images/I/61HKztnIkpL._SL500_.jpg,https://www.audible.com/pd/B003TTX94I
us,monthly,B0C3MWZ3FQ,Enough,Cassidy Hutchinson,Cassidy Hutchinson,Biographies & Memoirs,Biographies & Memoirs; Politics & Activism; Politicians; Politics & Social Sciences; Politics & Government; Ideologies & Doctrines; Democracy,,11.6,4.8,4470,5.99,20.24,https://m.media-amazon.com/images/I/41cYU5kOfoL._SL500_.jpg,https://www.audible.com/pd/B0C3MWZ3FQ
us,monthly,B00ZJQ8D8Q,Sphere,Michael Crichton,Scott Brick,"Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Thriller & Suspense; Technothrillers; Science Fiction & Fantasy; Fantasy; Science Fiction; Adventure; Hard Science Fiction",Literature & Fiction,13.0,4.3,13497,6.99,21.7,https://m.media-amazon.com/images/I/51LyHqei7mL._SL500_.jpg,https://www.audible.com/pd/B00ZJQ8D8Q
us,monthly,B0C34FH5VF,Ward D,Freida McFadden,Leslie Howard,Literature & Fiction,"Literature & Fiction; Genre Fiction; Medical; Psychological; Mystery, Thriller & Suspense; Thriller & Suspense; Medical & Forensic; Suspense",,7.3,4.2,5486,5.99,17.16,https://m.media-amazon.com/images/I/51-IJ7VGr8L._SL500_.jpg,https://www.audible.com/pd/B0C34FH5VF
us,monthly,B00BU8KV2S,The Golem and the Jinni,Helene Wecker,George Guidall,Literature & Fiction,Literature & Fiction; Genre Fiction; Literary Fiction; World Literature; Jewish; Science Fiction & Fantasy; Fantasy; Historical,,19.7,4.5,18912,6.99,35.99,https://m.media-amazon.com/images/I/517cLLptX7L._SL500_.jpg,https://www.audible.com/pd/B00BU8KV2S
us,monthly,0062839276,Trillion Dollar Coach,"Eric Schmidt,Jonathan Rosenberg,Alan Eagle",Dan Woren,Biographies & Memoirs,Biographies & Memoirs; Professionals & Academics; Business; Business & Careers; Management & Leadership; Leadership; Management; Mentoring & Coaching,,5.7,4.5,5513,5.99,21.59,https://m.media-amazon.com/images/I/41Xos8L+FXL._SL500_.jpg,https://www.audible.com/pd/0062839276
us,monthly,006300190X,How to Destroy America in Three Easy Steps,Ben Shapiro,Ben Shapiro,Politics & Social Sciences,Politics & Social Sciences; Philosophy; Ethics & Morality; Politics & Government; Freedom & Security; Human Rights; Political Science; History & Theory; Religion & Spirituality; Religious Studies; Ethics,conservatism,6.3,4.8,4649,5.99,21.59,https://m.media-amazon.com/images/I/51Dt4p871uL._SL500_.jpg,https://www.audible.com/pd/006300190X
us,monthly,B075KM1XLG,The Mother of Black Hollywood,Jenifer Lewis,Jenifer Lewis,Biographies & Memoirs,Biographies & Memoirs; Entertainment & Celebrities; Actors,actors_&_actresses,10.8,4.8,11491,7.99,26.09,https://m.media-amazon.com/images/I/416QjTyUDAL._SL500_.jpg,https://www.audible.com/pd/B075KM1XLG
us,monthly,B01MSMZKM5,Stealing Fire,"Steven Kotler,Jamie Wheal",Fred Sanders,Business & Careers,Business & Careers; Health & Wellness; Psychology & Mental Health; Psychology; Religion & Spirituality; Science & Engineering; Science,,8.4,4.6,6943,6.99,23.39,https://m.media-amazon.com/images/I/51vsNwyeNiL._SL500_.jpg,https://www.audible.com/pd/B01MSMZKM5
us,monthly,B011DDXL3U,Oh Crap! Potty Training,Jamie Glowacki,Meredith Mitchell,"Relationships, Parenting & Personal Development","Relationships, Parenting & Personal Development; Parenting & Families; Infants & Toddlers; Relationships",la_confidential,8.1,4.5,1329,5.99,18.66,https://m.media-amazon.com/images/I/51GzSntVttL._SL500_.jpg,https://www.audible.com/pd/B011DDXL3U
us,monthly,B00839289G,How Will You Measure Your Life?,"Clayton M. Christensen,James Allworth,Karen Dillon",Jeff Woodman,Business & Careers,"Business & Careers; Management & Leadership; Mentoring & Coaching; Career Success; Relationships, Parenting & Personal Development; Personal Development; Personal Success",,5.5,4.5,5273,5.99,21.59,https://m.media-amazon.com/images/I/51C3TtN2v6L._SL500_.jpg,https://www.audible.com/pd/B00839289G
us,monthly,0062939505,The Killer Across the Table,"John E. Douglas,Mark Olshaker",Jonathan Groff,Biographies & Memoirs,Biographies & Memoirs; True Crime; Murder; Serial Killers; Politics & Social Sciences; Law,,11.1,4.8,6293,7.99,26.09,https://m.media-amazon.com/images/I/510iDot6e8L._SL500_.jpg,https://www.audible.com/pd/0062939505
us,monthly,B07THDVL4P,Red Metal,"Mark Greaney,Lieutenant Colonel Hunter Ripley Rawlings IV - USMC",Marc Vietor,Literature & Fiction,"Literature & Fiction; Action & Adventure; Mystery, Thriller & Suspense; Thriller & Suspense; Genre Fiction; War & Military; Military; Spies & Politics; Political",Literature & Fiction,21.4,4.5,9020,5.99,28.91,https://m.media-amazon.com/images/I/51TJ9dck5zL._SL500_.jpg,https://www.audible.com/pd/B07THDVL4P
us,monthly,B075LGSBZ3,The Power,Naomi Alderman,Adjoa Andoh,Literature & Fiction,Literature & Fiction; Genre Fiction; Coming of Age; Literary Fiction; Women's Fiction; Science Fiction & Fantasy; Science Fiction; Dystopian; Post-Apocalyptic,,12.1,4.3,8273,7.99,28.79,https://m.media-amazon.com/images/I/51g7WBPRt+L._SL500_.jpg,https://www.audible.com/pd/B075LGSBZ3
us,monthly,B0BSP5ZKLQ,Mother-Daughter Murder Night,Nina Simon,Jane Oppenheimer,Literature & Fiction,"Literature & Fiction; Genre Fiction; Family Life; Women's Fiction; Mystery, Thriller & Suspense; Mystery; Amateur Sleuths; Cozy; Women Sleuths",,12.6,4.2,2301,7.99,29.69,https://m.media-amazon.com/images/I/51HVUJUICBL._SL500_.jpg,https://www.audible.com/pd/B0BSP5ZKLQ
us,monthly,1549151207,Going There,Katie Couric,Katie Couric,Biographies & Memoirs,"Biographies & Memoirs; Art & Literature; Journalists, Editors & Publishers; Women",,15.4,4.6,3456,7.99,28.79,https://m.media-amazon.com/images/I/41UCn3VNYWL._SL500_.jpg,https://www.audible.com/pd/1549151207
us,monthly,1549194976,Sea Stories,William H. McRaven,William H. McRaven,Biographies & Memoirs,"Biographies & Memoirs; Military & War; Afghan & Iraq Wars; History; Military; Armed Forces; Special & Elite Forces; Wars & Conflicts; Afghan War; Iraq War; Relationships, Parenting & Personal Development; Personal Development; Personal Success",,10.2,4.9,8919,6.99,25.19,https://m.media-amazon.com/images/I/51QHXMELt3L._SL500_.jpg,https://www.audible.com/pd/1549194976
us,monthly,B002V1AHIG,Bel Canto,Ann Patchett,Anna Fields,Literature & Fiction,Literature & Fiction; Action & Adventure; Genre Fiction; Psychological; Romance; Multicultural,,11.3,4.2,5930,7.99,26.09,https://m.media-amazon.com/images/I/31PCr0uOWAL._SL500_.jpg,https://www.audible.com/pd/B002V1AHIG
us,monthly,B002VA9OJA,Cat's Cradle,Kurt Vonnegut,Tony Roberts,Literature & Fiction,Literature & Fiction; Classics; Genre Fiction; Literary Fiction; Science Fiction & Fantasy; Science Fiction; Post-Apocalyptic; Comedy & Humor; Satire,,7.2,4.3,4272,5.99,21.59,https://m.media-amazon.com/images/I/412jHhxnoML._SL500_.jpg,https://www.audible.com/pd/B002VA9OJA
us,monthly,B004J0YIQ4,Necessary Endings,Henry Cloud,Henry Cloud,Business & Careers,"Business & Careers; Career Success; Relationships, Parenting & Personal Development; Personal Development; Personal Success; Stress Management",,7.2,4.8,2731,5.99,21.59,https://m.media-amazon.com/images/I/51BKErWz0WL._SL500_.jpg,https://www.audible.com/pd/B004J0YIQ4
us,monthly,B00B5W780M,ABCs of Real Estate Investing,Ken McElroy,Garrett Sutton Esq. Esq.,Business & Careers,Business & Careers; Business Development & Entrepreneurship; Entrepreneurship; Money & Finance; Personal Finance; Real Estate,,5.1,4.7,3400,5.99,17.09,https://m.media-amazon.com/images/I/412+tNF2YEL._SL500_.jpg,https://www.audible.com/pd/B00B5W780M
us,monthly,B005CQU1KG,Just Kids,Patti Smith,Patti Smith,Arts & Entertainment,Arts & Entertainment; Art; Biographies & Memoirs; Entertainment & Celebrities; Women,,9.8,4.6,5365,7.99,26.09,https://m.media-amazon.com/images/I/51yzL0pqoGL._SL500_.jpg,https://www.audible.com/pd/B005CQU1KG
us,monthly,B004XDEKQ0,Area 51,Annie Jacobsen,Annie Jacobsen,History,History; Americas; United States; Military; Weapons & Warfare; Nuclear Warfare; Politics & Social Sciences; Social Sciences; Media Studies,,16.2,4.4,5090,6.99,35.09,https://m.media-amazon.com/images/I/41sFn5cApcL._SL500_.jpg,https://www.audible.com/pd/B004XDEKQ0
us,monthly,B005P1FXRO,The Exorcist,William Peter Blatty,"William Peter Blatty,Eliana Shaskan",Literature & Fiction,"Literature & Fiction; Genre Fiction; Movie, TV & Video Game Tie-Ins; Psychological; Horror; Occult",,12.8,4.7,9478,7.99,29.69,https://m.media-amazon.com/images/I/61sZ3bVTANL._SL500_.jpg,https://www.audible.com/pd/B005P1FXRO
us,monthly,B00BW9IYAQ,Get the Guy,Matthew Hussey,Matthew Hussey,Health & Wellness,"Health & Wellness; Psychology & Mental Health; Psychology; Relationships, Parenting & Personal Development; Personal Development; Relationships; Love, Dating & Attraction; Marriage & Long-Term Partnerships",,8.0,4.7,3555,6.99,23.39,https://m.media-amazon.com/images/I/510erzmXo9L._SL500_.jpg,https://www.audible.com/pd/B00BW9IYAQ
us,monthly,171354721X,Your Dog Is Your Mirror,Kevin Behan,Patrick Lawlor,Home & Garden,"Home & Garden; Pets & Animal Care; Relationships, Parenting & Personal Development; Personal Development; Emotions; Science & Engineering; Science; Biological Sciences; Animals; Sports & Outdoors; Outdoors & Nature",,12.1,3.8,592,6.99,21.34,https://m.media-amazon.com/images/I/41CMh6T1tyL._SL500_.jpg,https://www.audible.com/pd/171354721X
us,monthly,006308189X,The Greatest Secret,Rhonda Byrne,"Rhonda Byrne,Sailor Bob Adamson,Antonia Bath,Michael Beckwith,David Bingham,Peter Dziuban,Hale Dwoskin,Michael James,Loch Kelly,Kalyani Lawry,Peter Lawry,Francis Lucille,Shakti Caterina Maggi,Mooji,Jac O'Keeffe","Relationships, Parenting & Personal Development","Relationships, Parenting & Personal Development; Personal Development; Religion & Spirituality; Occult",,6.3,4.7,1941,5.99,21.59,https://m.media-amazon.com/images/I/51dBI8k3hPL._SL500_.jpg,https://www.audible.com/pd/006308189X
us,monthly,B00IA38RCM,The Confidence Code,"Katty Kay,Claire Shipman",Sandy Rustin,Business & Careers,"Business & Careers; Career Success; Women in Business; Relationships, Parenting & Personal Development; Personal Development; Self-Esteem",,6.8,4.4,2334,5.99,21.59,https://m.media-amazon.com/images/I/418K-MSnseL._SL500_.jpg,https://www.audible.com/pd/B00IA38RCM
us,monthly,B01N80UK3J,The Art of Invisibility,"Kevin Mitnick,Robert Vamosi,Mikko Hypponen - introduction",Ray Porter,Computers & Technology,Computers & Technology; History & Culture; Technology & Society; Content Creation & Social Media; Security & Encryption,,9.3,4.5,4580,6.99,25.19,https://m.media-amazon.com/images/I/51vlXcMKvWL._SL500_.jpg,https://www.audible.com/pd/B01N80UK3J
us,monthly,B01JSNQBNY,The Real Book of Real Estate,Robert T. Kiyosaki,"Mel Foster,Joyce Bean,Mikael Naramore",Money & Finance,Money & Finance; Personal Finance; Money Management & Budgeting; Real Estate,la_confidential,17.9,4.7,1562,6.99,25.0,https://m.media-amazon.com/images/I/51t2A+iZHLL._SL500_.jpg,https://www.audible.com/pd/B01JSNQBNY
us,monthly,B07BMKV4B7,The Word Is Murder,Anthony Horowitz,Rory Kinnear,"Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Mystery; Amateur Sleuths; Traditional Detectives; Thriller & Suspense; Crime Thrillers",,9.0,4.5,6995,7.99,26.09,https://m.media-amazon.com/images/I/41ReqgAgY-L._SL500_.jpg,https://www.audible.com/pd/B07BMKV4B7
us,monthly,B002V0JT54,On Killing,Dave Grossman,Dave Grossman,Health & Wellness,Health & Wellness; Psychology & Mental Health; Psychology; Social Psychology & Interactions; History; Military; Politics & Social Sciences; Politics & Government; Freedom & Security; Social Sciences; Criminology; Violence in Society,,10.4,4.6,4052,6.99,25.19,https://m.media-amazon.com/images/I/41-oSSikP4L._SL500_.jpg,https://www.audible.com/pd/B002V0JT54
us,monthly,0063137569,The Stranger in the Lifeboat,Mitch Albom,Mitch Albom,Literature & Fiction,Literature & Fiction; Genre Fiction; Family Life; Metaphysical & Visionary; Christian Fiction; Historical; Historical Fiction,,4.9,4.7,3922,5.99,17.99,https://m.media-amazon.com/images/I/41b0gavs7mL._SL500_.jpg,https://www.audible.com/pd/0063137569
us,monthly,B07FKQFK92,Dopesick,Beth Macy,Beth Macy,Politics & Social Sciences,Politics & Social Sciences; Law; Social Sciences; Sociology,,10.3,4.5,3608,6.99,25.19,https://m.media-amazon.com/images/I/41Z1evL7DiL._SL500_.jpg,https://www.audible.com/pd/B07FKQFK92
us,monthly,B078J6JBPC,Long-Distance Real Estate Investing,David M Greene,Randy Streu,Money & Finance,Money & Finance; Real Estate,la_confidential,9.1,4.8,2361,5.99,19.95,https://m.media-amazon.com/images/I/51-mZ6KjO7L._SL500_.jpg,https://www.audible.com/pd/B078J6JBPC
us,monthly,1705234046,A Touch of Ruin,Scarlett St. Clair,Meg Sylvan,Literature & Fiction,Literature & Fiction; Science Fiction & Fantasy; Fantasy; Fairy Tales,la_confidential,12.5,4.5,4137,5.99,21.49,https://m.media-amazon.com/images/I/51WPM5qTaJL._SL500_.jpg,https://www.audible.com/pd/1705234046
us,monthly,B0CLYMH88W,The War on Warriors,Pete Hegseth,Pete Hegseth,Biographies & Memoirs,Biographies & Memoirs; Military & War; Politics & Social Sciences; Politics & Government,,8.2,4.8,1241,6.99,23.39,https://m.media-amazon.com/images/I/412DkvmQd8L._SL500_.jpg,https://www.audible.com/pd/B0CLYMH88W
